Name,club,facebook,twitter,instagram,pinterest,logo,Photo,Street,City,State,Zip,Appointment_url,Phone,Food,Tour,Family,Pets,Picnic,Website,Email,Fee,Appointment,Open,Close,atmosphere_id,Bio
Moshin Vineyards,http://www.moshinvineyards.com/wine-club,http://www.facebook.com/pages/Moshin-Vineyards/245162324450,http://www.twitter.com/moshinvineyards,,,http://www.moshinvineyards.com/assets/images/global/logo.jpg,http://winecountryguide.com/wp-content/uploads/2010/11/Moshin-Winery.gif,10295 Westside Road,Healdsburg,CA,95448,,707-433-5499,,Yes,,,Yes,http://www.moshinvineyards.com,moshin@moshinvineyards.com,10.00,No,11:00,16:30,,Moshin vineyards is a family-owned and operated winery located in Sonoma County California. We specialize in small-lot wines from sustainably farmed vineyards. The winery is the only four-tier gravity flow solar powered facility in the Russian River Valley.
Mountain Terraces Vineyard,,https://www.facebook.com/MtTerracesVnrd?fref=ts,,,,http://www.mountainterraces.com/wp-content/uploads/2014/06/MTV-Logo1.png,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xfa1/v/t1.0-9/420017_10150613477653052_1599717639_n.jpg?oh=914cb0c924c554361dcbe459c7a09ca2&oe=566E31FA,3030 Cavedale Road,Glen Ellen,CA,95442,,707-996-1787,,Yes,,,Yes,http://www.mountainterraces.com/#home,info@mountainterraces.com,,Yes,10:30,17:00,,"Nestled 1800 feet above the clouds atop the Mayacamas Mountain Range, overlooking the picturesque Sonoma Valley and beyond, these 125 acres are the most dynamic vineyards for growing top quality fruit anywhere in the world. They produce extremely low yields of incredibly rich, distinctive fruit, due to the combination of volcanic soils on the property that are found nowhere else on earth. "
Mounts Family Winery,http://www.mountswinery.com/Application.pdf,https://www.facebook.com/MountsFamilyWinery,,,,http://www.mountswinery.com/images/theme/header.gif,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xta1/v/t1.0-9/11330005_10155636959540788_1894415375206397057_n.jpg?oh=f28fa9eeac002af0d83ac2ad430a8a22&oe=563A88D2,3901 Wine Creek Road,Healdsburg,CA,95448,,707-292-8148,,,Yes,Yes,Yes,http://www.mountswinery.com,info@mountswinery.com ,10.00,Yes,,,,"Mounts Family Winery takes pride in being a true family-owned and operated winery in the heart of beautiful Dry Creek Valley (Healdsburg, Sonoma County). With three generations and over 70 years of grape growing experience we feel it is important to showcase the terroir from our 140 acre estate. We focus on producing small quantities of Rhone wines and blends with Viognier, Roussanne, Grenache, Grenache Blanc, Picpoul Blanc, Carignane, Syrah and Mourvedre.  We also enjoy making small lots of Zinfandel, Cabernet Franc, Malbec and Cabernet Sauvignon. Please join us soon for an intimate and charming wine tasting experience. Mounts Family Winery represents the aspirations of three generation. With over 70 years of farming experience on our 140 acre estate, our focus has always been a commitment to quality. From the vineyards to the cellar, uncompromising measures are taken to create an exceptional, complex style of wine that is expressed in each bottle. Sip, savor and share the memories with Mounts Family Winery.  Open most Saturday's and/or by appointment Monday thru Friday.  Closed on most major holidays."
Mueller Winery,https://secure.muellerwine.com/wineclub/,https://www.facebook.com/MuellerWinery?fref=photo,http://twitter.com/muellerwine,,,http://assets.cruvee.com/wineries/a0e7804e5ed2448ba97aa755eefef54d_m.jpg,http://www.vinovisit.com/default/cache/file/7F2198F2-F208-43F7-996F45B58372E49A_medium.jpg,118 North Street,Healdsburg,CA,95448,,707-473-8086,,,,Yes,,http://www.muellerwine.com,info@muellerwine.com,10.00,No,12:00,17:00,,"In the renowned Russian River Valley, Mueller Winery produces small quantities of Pinot noir, Sauvignon blanc, Chardonnay, Zinfandel and Syrah, from the Russian River Valley in California. Our wines are available in select fine wine shops and restaurants or directly from our casual Tasting Room, in the heart of wine country, in downtown Healdsburg, CA. Open Fri-Sun. "
Munselle Vineyards,http://munsellevineyards.com/wordpress/join/,http://facebook.com/munselleVineyards,https://twitter.com/MunselleWines,,,http://munsellevineyards.com/wordpress/wp-content/uploads/2014/10/mv_logo.gif,http://s3-media1.fl.yelpcdn.com/bphoto/j8oIVkpJphlTjZhNlt5w1A/ls.jpg,3674N Hwy 128,Geyserville,CA,95441,,707-857-9988,,Yes,,,,http://www.munsellevineyards.com,info@munsellevineyards.com,,Yes,11:00,18:00,,"For more than three decades we've produced premium grapes that have contributed to a multitude of award-winning and notable wines. Now, five generations later, we've come full circle with a return to winemaking. With every grape and bottle we produce, we honor the vision of our ancestors, and the heritage and hard work of our family. Open daily."
Muscardini Cellars,http://www.muscardinicellars.com/Wine-Clubs,https://www.facebook.com/MuscardiniCellars,https://twitter.com/VinoMuscardini,,,http://www.muscardinicellars.com/assets/images/Muscardini-Logo.png,http://www.grapeoccasions.com/images/Muscardini-Cellars-Tasting-Room.jpg,9380 Sonoma Highway,Kenwood,CA,95452,https://admin2.vinovisit.com/widget/search?wineryID=798,707-933-9305,,,Yes,Yes,Yes,http://www.muscardinicellars.com,Michael@MuscardiniCellars.com,10.00,No,11:00,18:00,,"Muscardini Cellars graces Sonoma Valley’s (Valley of the Moon) Monte Terra with its estate grape vines, family home and barrel room. You are welcome to visit us in our Kenwood tasting room. Open daily"
Mutt Lynch Winery,http://www.muttlynchwinery.com/Club-Mutt,http://www.facebook.com/MuttLynchWinery,http://www.twitter.com/Muttlynchwinery,,,https://spoiled-images.s3.amazonaws.com/files/resource/475/do_ML-1.jpg,https://www.winemaps.com/sites/default/files/winery/images/8in_300dpi_mbf_family2_crop.jpg,9050 Windsor Road,Windsor,CA,95492,,707-687-5089,,,Yes,Yes,,http://www.muttlynchwinery.com,karen@muttlynchwinery.com,10.00,No,11:00,18:00,,"Since its start in 1995, Mutt Lynch Winery has been sourcing its grapes from vineyards up and down the coast of California. Brenda has one goal in mind - create fruit-forward wines with varietally true aromatics, mid palette weight and flavor, and a full bodied and balanced finish.   The beauty of these diverse regions is that they share the cooling influence of the Pacific Ocean. On a more serious note, Mutt Lynch Winery is proud to support local animal rescue organizations in their tireless efforts to save pets’ lives. A portion of proceeds from every bottle of Mutt Lynch wine is donated to support local animal rescue organizations. Open daily, opens late and closes early on Sunday 12pm - 5pm."
Nalle Winery,https://www.nallewinery.com/wineclub/,https://www.facebook.com/NalleWinery?fref=ts,,,,https://thewinecountry.com/twcwp/wp-content/uploads/2012/10/nalle-2012-pinot-noir-hopkins-ranch-russian-river-valley.jpg,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xpf1/t31.0-8/s960x960/209296_525030444180363_1895835311_o.jpg,2383 Dry Creek Road,Healdsburg,CA,95448,,707-433-1040,,Yes,Yes,Yes,Yes,http://www.nallewinery.com,andrew@nallewinery.com,10.00,No,12:00,16:30,,"Founded by husband and wife team Doug and Lee Nalle in 1984 and located in an above-ground rosemary-covered wine cave, all tours are offered right in the middle of the working winery. Andrew Nalle, the winemaker, learned everything about the business from literally growing up in the vineyard, and he is eager and willing to shares this knowledge with visitors. The winery rests on land that has been the family since 1927. We produce estate Zinfandel off this vineyard, as well as Pinot Noir and Chardonnay from other local growers who farm sustainably and without chemical fertilizers. We are open to the public Saturdays and Sundays from 12pm to 4:30pm and by appointment on Thursdays and Fridays 2:30-3:30pm"
Nicholson Ranch Vineyards and Winery,http://www.nicholsonranch.com/wine_club.html,https://www.facebook.com/www.nicholsonranchwinery.net?fref=ts,,,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSFks3CQMPNIJft3UgpmPjeURV3wZTuX1vEYXb3weC8DhXE76DWKA,http://www.nicholsonranch.com/Images/slideshows/redwood_terrace_ss/images/RT04.jpg,4200 Napa Road,Sonoma,CA,95476,,707-938-8822,Yes,Yes,Yes,Yes,Yes,http://www.nicholsonranch.com,reservations@nicholsonranch.com,10.00,No,10:00,18:00,,"Nestled in the southern foothills of the Sonoma Valley, the vineyards of Nicholson Ranch are planted in one of the world's most prized grape-growing regions. The Ranch enjoys a combination of soils, sloping hills and climate that is ideal for producing premium grapes for our handcrafted Chardonnay, Pinot Noir, Merlot and Syrah.  Open daily .The Nicholson Ranch Tasting Room is architecturally designed to showcase our premium wines as well as the work of premier local artists. Guests can sip delectable wines while taking in the lakeside scenery and viewing the artwork displayed in the Overlook Gallery. Or, they may choose to meander outdoors into the Fountain Courtyard or out onto the Redwood Terrace."
Novy Family Wines,,https://www.facebook.com/Siduriwines/timeline,https://twitter.com/SiduriWines,https://instagram.com/siduriwines/,,http://assets.cruvee.com/wineries/c5778c1896bc471c814f8d08bfb33c6a_m.jpg,http://images.winemag.com/images/cache/cache_0/cache_9/cache_5/458052_406584726040808_57218718_o-a060e590.jpeg?ver=1433444549&aspectratio=1.259842519685,981 Airway Court Suites E and F,Santa Rosa,CA,95403,,707-578-3882,,Yes,Yes,,,http://www.novyfamilywines.com,info@novyfamilywines.com,,Yes,10:00,16:00,,"We are a small family winery owned by Adam & Dianna (Novy) Lee of Siduri Wines and Dianna’s parents, Adolph & Rose Marie Novy, and brothers and sisters-in-law, David & Angela, Bryan & Kathy, and Steven & Marie Novy. We are a ""warehouse winery"" which means exactly what it sounds like. We make our wines, both Siduri and Novy Family Wines, in a warehouse facility in Sonoma County. It's low frills, but it allows us to make great quality wine and offer a much more personal tasting experience to our visitors. More often than not Adam, Dianna or both are here -- unless there is vineyard work to be done. When you plan your visit, keep in mind that we like to spend a little time tasting and touring so please allow about an hour."
Occidental Road Cellars,http://www.occidentalroadcellars.com/join-wine-club.html,http://www.facebook.com/orcwines,,,,http://cdn.sonomacounty.com/sites/default/master/files/styles/sliderkit_main_slide/public/zzdata-ORC_logo1.jpg?itok=Cp96kTas,http://www.occidentalroadcellars.com/uploads/3/8/3/6/38366747/2053574.jpg?272,870 Gravenstein Highway North,Sebastopol,CA,95472,,707-827-3327,,,Yes,,,http://www.occidentalroadcellars.com,info@orcwines.com,5.00,No,11:00,17:00,,"Our goal is to grow and produce the finest ultra-premium wines possible from lands farmed by our family for four generations.  The vineyard site is a rolling ridge near Occidental, California with a southern aspect and spectacular views of the hills beyond. The moderate climate allows for fruit maturity with exceptional depth and balance. Occidental Road has always been the egress for our bounty and always our way home!  Open Thursday thru Monday"
O'Connell Vineyards,http://www.oconnellvineyards.com/wine_club.htm,https://www.facebook.com/VineHillHouse?fref=ts,,,,http://www.oconnellvineyards.com/images/OCV-website-logo.gif,http://www.vinehillhouse.com/nss-folder/pictures/VHPanweb.jpg,3601 Vine Hill Road,Sebastopol,CA,95472,,888-889-0929,,,Yes,,Yes,http://www.oconnellvineyards.com,info@oconnellvineyards.com ,,Yes,,,,O’Connell Vineyards is located in the Vine Hill region of Sonoma County’s Russian River Valley. Owners Jan and Dan O’Connell are committed to excellence and high standards. They express this in their Pinot Noir estate vineyards and wines.
Old Roma Station,,,,,,https://www.winemaps.com/sites/default/files/winery/images/2014-08-02_1840.png,http://s3-media2.fl.yelpcdn.com/bphoto/yXkb7FLbOoXb6Jon5M1a3A/o.jpg,51-57 Front Street and 412-428 Hudson Street,Healdsburg,CA,95448,,707-433-2364,,,,,,http://www.oldromastation.com,,,No,,,,"Old Roma Station is located at the intersection of Hudson and Front Streets in Healdsburg, where the river meets the tracks. ""In Healdsburg there's a real gem. It's called 'Old Roma Station' — [11 wineries] in a little warehouse district across the street from the Russian River. This is a fine opportunity to taste wines from several wineries, one after another, offering an unusual insight into the very different styles that vintners bring to their wines."" —The Wall Street Journal"
Old World Winery,http://www.oldworldwinery.com/wineclub.html,http://www.facebook.com/OldWorldWine,https://twitter.com/#!/oldworldwinery,https://instagram.com/oldworldwinery/,,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-frc3/v/t1.0-9/532844_469201453108717_1323616438_n.jpg?oh=49574985d03651c51c442c5a54d51cee&oe=567FC32E,http://s3-media4.fl.yelpcdn.com/bphoto/duYxeNw6w22knk_aBHMaBA/o.jpg,850 River Road,Fulton,CA,95439,,707-490-6696,,,Yes,,Yes,http://www.oldworldwinery.com,info@oldworldwinery.com,5.00,No,11:00,16:00,,"At Old World Winery we strive to make wines that are true to their vineyards, not only a creation of man but that of nature as well. While we don't ignore the technological advancements in winemaking, we don't add anything to the wine except for a minimal amount of sulfur, including yeast. We strongly believe using native yeast is the best way to produce a wine which expresses its origin and uniqueness.  Our tasting room on River Road is conveniently located and a hidden gem of the Russian River Valley. We are open Thursday through Monday; by appointment at other times."
